"","ME_EVENT","Cercs","ControlImpact","ControlDay","ControlDay_names","Time"
"1038","bimonthly_0",8.40607722579712,0,2,"F~Bimonthly",138
"1039","bimonthly_0",8.43042299227023,0,2,"F~Bimonthly",139
"1040","bimonthly_0",8.46937929923525,0,2,"F~Bimonthly",140
"1041","bimonthly_0",8.43971052367165,0,2,"F~Bimonthly",141
"1042","bimonthly_0",8.44279599109707,0,2,"F~Bimonthly",142
"1043","bimonthly_0",8.34193107112928,0,2,"F~Bimonthly",143
"1044","bimonthly_0",7.88482494073773,0,2,"F~Bimonthly",144
"1045","bimonthly_0",7.64866499293325,0,2,"F~Bimonthly",145
"1046","bimonthly_0",7.45978660330786,0,2,"F~Bimonthly",146
"1047","bimonthly_0",7.38830212688311,0,2,"F~Bimonthly",147
"1048","bimonthly_0",7.41800445764354,0,2,"F~Bimonthly",148
"1049","bimonthly_0",6.97293133448517,0,2,"F~Bimonthly",149
"1050","bimonthly_0",6.77319808265724,0,2,"F~Bimonthly",150
"1051","bimonthly_1",0,1,2,"F~Bimonthly",1
"1052","bimonthly_1",0,1,2,"F~Bimonthly",2
"1053","bimonthly_1",0,1,2,"F~Bimonthly",3
"1054","bimonthly_1",0,1,2,"F~Bimonthly",4
"1055","bimonthly_1",0,1,2,"F~Bimonthly",5
"1056","bimonthly_1",0,1,2,"F~Bimonthly",6
"1057","bimonthly_1",0,1,2,"F~Bimonthly",7
"1058","bimonthly_1",0,1,2,"F~Bimonthly",8
"1059","bimonthly_1",0,1,2,"F~Bimonthly",9
"1060","bimonthly_1",0,1,2,"F~Bimonthly",10
"1061","bimonthly_1",0,1,2,"F~Bimonthly",11
"1062","bimonthly_1",0,1,2,"F~Bimonthly",12
"1063","bimonthly_1",0,1,2,"F~Bimonthly",13
"1064","bimonthly_1",0,1,2,"F~Bimonthly",14
"1065","bimonthly_1",0,1,2,"F~Bimonthly",15
"1066","bimonthly_1",0,1,2,"F~Bimonthly",16
"1067","bimonthly_1",0,1,2,"F~Bimonthly",17
"1068","bimonthly_1",0,1,2,"F~Bimonthly",18
"1069","bimonthly_1",0,1,2,"F~Bimonthly",19
"1070","bimonthly_1",0,1,2,"F~Bimonthly",20
"1071","bimonthly_1",0,1,2,"F~Bimonthly",21
"1072","bimonthly_1",0,1,2,"F~Bimonthly",22
"1073","bimonthly_1",0,1,2,"F~Bimonthly",23
"1074","bimonthly_1",0,1,2,"F~Bimonthly",24
"1075","bimonthly_1",0,1,2,"F~Bimonthly",25
"1076","bimonthly_1",0,1,2,"F~Bimonthly",26
"1077","bimonthly_1",0,1,2,"F~Bimonthly",27
"1078","bimonthly_1",0.002,1,2,"F~Bimonthly",28
"1079","bimonthly_1",0.00273575888234288,1,2,"F~Bimonthly",29
"1080","bimonthly_1",0.0110064294488161,1,2,"F~Bimonthly",30
"1081","bimonthly_1",0.0200490391149234,1,2,"F~Bimonthly",31
"1082","bimonthly_1",0.0373756293056224,1,2,"F~Bimonthly",32
"1083","bimonthly_1",0.0677497256223833,1,2,"F~Bimonthly",33
"1084","bimonthly_1",0.116923731201481,1,2,"F~Bimonthly",34
"1085","bimonthly_1",0.195013836894081,1,2,"F~Bimonthly",35
"1086","bimonthly_1",0.337741581337293,1,2,"F~Bimonthly",36
"1087","bimonthly_1",0.550248184202723,1,2,"F~Bimonthly",37
"1088","bimonthly_1",0.892424994510099,1,2,"F~Bimonthly",38
"1089","bimonthly_1",1.3803048082678,1,2,"F~Bimonthly",39
"1090","bimonthly_1",2.09178576151181,1,2,"F~Bimonthly",40
"1091","bimonthly_1",3.09152497699534,1,2,"F~Bimonthly",41
"1092","bimonthly_1",4.1553084809046,1,2,"F~Bimonthly",42
"1093","bimonthly_1",5.68265256185014,1,2,"F~Bimonthly",43
"1094","bimonthly_1",7.64853104882489,1,2,"F~Bimonthly",44
"1095","bimonthly_1",10.1497373280241,1,2,"F~Bimonthly",45
"1096","bimonthly_1",13.1838796962704,1,2,"F~Bimonthly",46
"1097","bimonthly_1",16.8860782951355,1,2,"F~Bimonthly",47
"1098","bimonthly_1",21.3700410467917,1,2,"F~Bimonthly",48
"1099","bimonthly_1",26.7495987581045,1,2,"F~Bimonthly",49
"1100","bimonthly_1",31.9866274426918,1,2,"F~Bimonthly",50
"1101","bimonthly_1",38.1312226285766,1,2,"F~Bimonthly",51
"1102","bimonthly_1",45.4276928717846,1,2,"F~Bimonthly",52
"1103","bimonthly_1",53.46591426738,1,2,"F~Bimonthly",53
"1104","bimonthly_1",61.699010662404,1,2,"F~Bimonthly",54
"1105","bimonthly_1",68.881797563316,1,2,"F~Bimonthly",55
"1106","bimonthly_1",75.9521971944771,1,2,"F~Bimonthly",56
"1107","bimonthly_1",82.3352518596474,1,2,"F~Bimonthly",57
"1108","bimonthly_1",87.661446442837,1,2,"F~Bimonthly",58
"1109","bimonthly_1",91.7228439296712,1,2,"F~Bimonthly",59
"1110","bimonthly_1",89.5889485675029,1,2,"F~Bimonthly",60
"1111","bimonthly_1",58.0319323341501,1,2,"F~Bimonthly",61
"1112","bimonthly_1",46.8527548371861,1,2,"F~Bimonthly",62
"1113","bimonthly_1",43.4141652668466,1,2,"F~Bimonthly",63
"1114","bimonthly_1",43.0791788572922,1,2,"F~Bimonthly",64
"1115","bimonthly_1",44.2299442441453,1,2,"F~Bimonthly",65
"1116","bimonthly_1",46.1592871715802,1,2,"F~Bimonthly",66
"1117","bimonthly_1",46.0810527695531,1,2,"F~Bimonthly",67
"1118","bimonthly_1",45.8562719414549,1,2,"F~Bimonthly",68
"1119","bimonthly_1",47.6455796960281,1,2,"F~Bimonthly",69
"1120","bimonthly_1",50.1898292328642,1,2,"F~Bimonthly",70
"1121","bimonthly_1",52.9838063306762,1,2,"F~Bimonthly",71
"1122","bimonthly_1",55.6336530640651,1,2,"F~Bimonthly",72
"1123","bimonthly_1",57.1824771995342,1,2,"F~Bimonthly",73
"1124","bimonthly_1",57.3022577569634,1,2,"F~Bimonthly",74
"1125","bimonthly_1",58.7703225614936,1,2,"F~Bimonthly",75
"1126","bimonthly_1",60.4363934213877,1,2,"F~Bimonthly",76
"1127","bimonthly_1",58.7913066382775,1,2,"F~Bimonthly",77
"1128","bimonthly_1",59.0061130318284,1,2,"F~Bimonthly",78
"1129","bimonthly_1",59.809135887848,1,2,"F~Bimonthly",79
"1130","bimonthly_1",60.4485514873684,1,2,"F~Bimonthly",80
"1131","bimonthly_1",60.7737793407962,1,2,"F~Bimonthly",81
"1132","bimonthly_1",52.2154239817687,1,2,"F~Bimonthly",82
"1133","bimonthly_1",49.072980994943,1,2,"F~Bimonthly",83
"1134","bimonthly_1",44.6849408250364,1,2,"F~Bimonthly",84
"1135","bimonthly_1",36.7886710594934,1,2,"F~Bimonthly",85
"1136","bimonthly_1",30.5917957508064,1,2,"F~Bimonthly",86
"1137","bimonthly_1",28.1460927252376,1,2,"F~Bimonthly",87
"1138","bimonthly_1",27.05836886292,1,2,"F~Bimonthly",88
"1139","bimonthly_1",26.2102176163018,1,2,"F~Bimonthly",89
"1140","bimonthly_1",25.348200209667,1,2,"F~Bimonthly",90
"1141","bimonthly_1",24.6630817278341,1,2,"F~Bimonthly",91
"1142","bimonthly_1",23.9790407236012,1,2,"F~Bimonthly",92
"1143","bimonthly_1",23.5373961012257,1,2,"F~Bimonthly",93
"1144","bimonthly_1",23.1569241243498,1,2,"F~Bimonthly",94
"1145","bimonthly_1",22.7429563061153,1,2,"F~Bimonthly",95
"1146","bimonthly_1",22.2626660564802,1,2,"F~Bimonthly",96
"1147","bimonthly_1",19.4799771478444,1,2,"F~Bimonthly",97
"1148","bimonthly_1",18.1642831071815,1,2,"F~Bimonthly",98
"1149","bimonthly_1",17.6022663187498,1,2,"F~Bimonthly",99
"1150","bimonthly_1",17.3535118966926,1,2,"F~Bimonthly",100
"1151","bimonthly_1",14.8940002589172,1,2,"F~Bimonthly",101
"1152","bimonthly_1",12.7711964920578,1,2,"F~Bimonthly",102
"1153","bimonthly_1",12.0262606285889,1,2,"F~Bimonthly",103
"1154","bimonthly_1",11.4942140394274,1,2,"F~Bimonthly",104
"1155","bimonthly_1",11.2604850375295,1,2,"F~Bimonthly",105
"1156","bimonthly_1",9.31250094292574,1,2,"F~Bimonthly",106
"1157","bimonthly_1",8.83587764279205,1,2,"F~Bimonthly",107
"1158","bimonthly_1",8.80253772948958,1,2,"F~Bimonthly",108
"1159","bimonthly_1",9.04427266081516,1,2,"F~Bimonthly",109
"1160","bimonthly_1",9.32720197226283,1,2,"F~Bimonthly",110
"1161","bimonthly_1",9.50728584924923,1,2,"F~Bimonthly",111
"1162","bimonthly_1",9.80553500527897,1,2,"F~Bimonthly",112
"1163","bimonthly_1",9.98525473812904,1,2,"F~Bimonthly",113
"1164","bimonthly_1",10.3853699330174,1,2,"F~Bimonthly",114
"1165","bimonthly_1",10.5245640873171,1,2,"F~Bimonthly",115
"1166","bimonthly_1",10.3697707550152,1,2,"F~Bimonthly",116
"1167","bimonthly_1",10.136825470431,1,2,"F~Bimonthly",117
"1168","bimonthly_1",10.4351296893146,1,2,"F~Bimonthly",118
"1169","bimonthly_1",10.7948696786566,1,2,"F~Bimonthly",119
"1170","bimonthly_1",11.1932106249027,1,2,"F~Bimonthly",120
"1171","bimonthly_1",7.41975206960346,1,2,"F~Bimonthly",121
"1172","bimonthly_1",6.22157424499637,1,2,"F~Bimonthly",122
"1173","bimonthly_1",6.0327892564559,1,2,"F~Bimonthly",123
"1174","bimonthly_1",6.32533914037008,1,2,"F~Bimonthly",124
"1175","bimonthly_1",6.3689622281792,1,2,"F~Bimonthly",125
"1176","bimonthly_1",6.78501026534459,1,2,"F~Bimonthly",126
"1177","bimonthly_1",7.08206578475747,1,2,"F~Bimonthly",127
"1178","bimonthly_1",7.62134640323597,1,2,"F~Bimonthly",128
"1179","bimonthly_1",7.90373665579643,1,2,"F~Bimonthly",129
"1180","bimonthly_1",8.48962222410064,1,2,"F~Bimonthly",130
"1181","bimonthly_1",8.6831574795588,1,2,"F~Bimonthly",131
"1182","bimonthly_1",8.94635512118372,1,2,"F~Bimonthly",132
"1183","bimonthly_1",9.41918012250234,1,2,"F~Bimonthly",133
"1184","bimonthly_1",9.97312271975932,1,2,"F~Bimonthly",134
"1185","bimonthly_1",10.7729068128793,1,2,"F~Bimonthly",135
"1186","bimonthly_1",11.7031309381141,1,2,"F~Bimonthly",136
"1187","bimonthly_1",12.4673412694696,1,2,"F~Bimonthly",137
"1188","bimonthly_1",12.7984785391061,1,2,"F~Bimonthly",138
"1189","bimonthly_1",13.380297132811,1,2,"F~Bimonthly",139
"1190","bimonthly_1",13.7983362319264,1,2,"F~Bimonthly",140
"1191","bimonthly_1",14.6121242220967,1,2,"F~Bimonthly",141
"1192","bimonthly_1",15.1755000931526,1,2,"F~Bimonthly",142
"1193","bimonthly_1",16.0447544937661,1,2,"F~Bimonthly",143
"1194","bimonthly_1",17.0005353168997,1,2,"F~Bimonthly",144
"1195","bimonthly_1",17.5481474319964,1,2,"F~Bimonthly",145
"1196","bimonthly_1",17.7776026708769,1,2,"F~Bimonthly",146
"1197","bimonthly_1",17.8200145359301,1,2,"F~Bimonthly",147
"1198","bimonthly_1",18.0116169891449,1,2,"F~Bimonthly",148
"1199","bimonthly_1",18.3861035925607,1,2,"F~Bimonthly",149
"1200","bimonthly_1",18.7038695149515,1,2,"F~Bimonthly",150
"1201","bimonthly_2",0,2,2,"F~Bimonthly",1
"1202","bimonthly_2",0,2,2,"F~Bimonthly",2
"1203","bimonthly_2",0,2,2,"F~Bimonthly",3
"1204","bimonthly_2",0,2,2,"F~Bimonthly",4
"1205","bimonthly_2",0,2,2,"F~Bimonthly",5
"1206","bimonthly_2",0,2,2,"F~Bimonthly",6
"1207","bimonthly_2",0,2,2,"F~Bimonthly",7
"1208","bimonthly_2",0,2,2,"F~Bimonthly",8
"1209","bimonthly_2",0,2,2,"F~Bimonthly",9
"1210","bimonthly_2",0,2,2,"F~Bimonthly",10
"1211","bimonthly_2",0,2,2,"F~Bimonthly",11
"1212","bimonthly_2",0,2,2,"F~Bimonthly",12
"1213","bimonthly_2",0,2,2,"F~Bimonthly",13
"1214","bimonthly_2",0,2,2,"F~Bimonthly",14
"1215","bimonthly_2",0,2,2,"F~Bimonthly",15
"1216","bimonthly_2",0,2,2,"F~Bimonthly",16
"1217","bimonthly_2",0,2,2,"F~Bimonthly",17
"1218","bimonthly_2",0,2,2,"F~Bimonthly",18
"1219","bimonthly_2",0,2,2,"F~Bimonthly",19
"1220","bimonthly_2",0,2,2,"F~Bimonthly",20
"1221","bimonthly_2",0,2,2,"F~Bimonthly",21
"1222","bimonthly_2",0,2,2,"F~Bimonthly",22
"1223","bimonthly_2",0,2,2,"F~Bimonthly",23
"1224","bimonthly_2",0,2,2,"F~Bimonthly",24
"1225","bimonthly_2",0,2,2,"F~Bimonthly",25
"1226","bimonthly_2",0,2,2,"F~Bimonthly",26
"1227","bimonthly_2",0,2,2,"F~Bimonthly",27
"1228","bimonthly_2",0.002,2,2,"F~Bimonthly",28
"1229","bimonthly_2",0.00273575888234288,2,2,"F~Bimonthly",29
"1230","bimonthly_2",0.00900642944881611,2,2,"F~Bimonthly",30
"1231","bimonthly_2",0.0153132802325805,2,2,"F~Bimonthly",31
"1232","bimonthly_2",0.0256334409744634,2,2,"F~Bimonthly",32
"1233","bimonthly_2",0.0514300159409867,2,2,"F~Bimonthly",33
"1234","bimonthly_2",0.0969200455238086,2,2,"F~Bimonthly",34
"1235","bimonthly_2",0.157654892185609,2,2,"F~Bimonthly",35
"1236","bimonthly_2",0.265997993635186,2,2,"F~Bimonthly",36
"1237","bimonthly_2",0.455855193251237,2,2,"F~Bimonthly",37
"1238","bimonthly_2",0.715699753748365,2,2,"F~Bimonthly",38
"1239","bimonthly_2",1.14729122545549,2,2,"F~Bimonthly",39
"1240","bimonthly_2",1.74806485488147,2,2,"F~Bimonthly",40
"1241","bimonthly_2",2.63307712194523,2,2,"F~Bimonthly",41
"1242","bimonthly_2",3.85465494018252,2,2,"F~Bimonthly",42
"1243","bimonthly_2",5.53404830530308,2,2,"F~Bimonthly",43
"1244","bimonthly_2",7.76186259797066,2,2,"F~Bimonthly",44
"1245","bimonthly_2",10.603429674991,2,2,"F~Bimonthly",45
"1246","bimonthly_2",14.1327837833364,2,2,"F~Bimonthly",46
"1247","bimonthly_2",18.3691606004106,2,2,"F~Bimonthly",47
"1248","bimonthly_2",23.3156365364675,2,2,"F~Bimonthly",48
"1249","bimonthly_2",28.9473433395921,2,2,"F~Bimonthly",49
"1250","bimonthly_2",35.225132491167,2,2,"F~Bimonthly",50
"1251","bimonthly_2",42.1366020560405,2,2,"F~Bimonthly",51
"1252","bimonthly_2",49.5571896172396,2,2,"F~Bimonthly",52
"1253","bimonthly_2",57.3290712224173,2,2,"F~Bimonthly",53
"1254","bimonthly_2",65.2961866841807,2,2,"F~Bimonthly",54
"1255","bimonthly_2",72.3231246680026,2,2,"F~Bimonthly",55
"1256","bimonthly_2",79.4401906866374,2,2,"F~Bimonthly",56
"1257","bimonthly_2",86.004412956353,2,2,"F~Bimonthly",57
"1258","bimonthly_2",91.5492553766611,2,2,"F~Bimonthly",58
"1259","bimonthly_2",96.0230889076277,2,2,"F~Bimonthly",59
"1260","bimonthly_2",96.5649202868938,2,2,"F~Bimonthly",60
"1261","bimonthly_2",52.7802489119074,2,2,"F~Bimonthly",61
"1262","bimonthly_2",37.2267684746021,2,2,"F~Bimonthly",62
"1263","bimonthly_2",31.0389627830553,2,2,"F~Bimonthly",63
"1264","bimonthly_2",29.9365962831716,2,2,"F~Bimonthly",64
"1265","bimonthly_2",30.9610583112282,2,2,"F~Bimonthly",65
"1266","bimonthly_2",32.9959368296111,2,2,"F~Bimonthly",66
"1267","bimonthly_2",35.3525268018055,2,2,"F~Bimonthly",67
"1268","bimonthly_2",37.9854678038466,2,2,"F~Bimonthly",68
"1269","bimonthly_2",40.6680726683149,2,2,"F~Bimonthly",69
"1270","bimonthly_2",43.2909478467393,2,2,"F~Bimonthly",70
"1271","bimonthly_2",43.6618497016405,2,2,"F~Bimonthly",71
"1272","bimonthly_2",40.374296868751,2,2,"F~Bimonthly",72
"1273","bimonthly_2",40.100873769766,2,2,"F~Bimonthly",73
"1274","bimonthly_2",40.9142870329081,2,2,"F~Bimonthly",74
"1275","bimonthly_2",42.0455250495942,2,2,"F~Bimonthly",75
"1276","bimonthly_2",43.1276842590046,2,2,"F~Bimonthly",76
"1277","bimonthly_2",44.135788384221,2,2,"F~Bimonthly",77
"1278","bimonthly_2",43.1806491664483,2,2,"F~Bimonthly",78
"1279","bimonthly_2",39.0612730847731,2,2,"F~Bimonthly",79
"1280","bimonthly_2",37.9618393138714,2,2,"F~Bimonthly",80
"1281","bimonthly_2",37.8893802326271,2,2,"F~Bimonthly",81
"1282","bimonthly_2",37.9587240263111,2,2,"F~Bimonthly",82
"1283","bimonthly_2",38.2542341823803,2,2,"F~Bimonthly",83
"1284","bimonthly_2",33.2909462934556,2,2,"F~Bimonthly",84
"1285","bimonthly_2",31.6830547185049,2,2,"F~Bimonthly",85
"1286","bimonthly_2",31.3455444644478,2,2,"F~Bimonthly",86
"1287","bimonthly_2",27.7773813807957,2,2,"F~Bimonthly",87
"1288","bimonthly_2",26.7687275395731,2,2,"F~Bimonthly",88
"1289","bimonthly_2",26.2136645281287,2,2,"F~Bimonthly",89
"1290","bimonthly_2",26.2994682576636,2,2,"F~Bimonthly",90
"1291","bimonthly_2",26.6750336857354,2,2,"F~Bimonthly",91
"1292","bimonthly_2",27.0331964855377,2,2,"F~Bimonthly",92
"1293","bimonthly_2",27.2809572161774,2,2,"F~Bimonthly",93
"1294","bimonthly_2",27.8201032953094,2,2,"F~Bimonthly",94
"1295","bimonthly_2",28.5364440536102,2,2,"F~Bimonthly",95
"1296","bimonthly_2",29.3839710914623,2,2,"F~Bimonthly",96
"1297","bimonthly_2",30.041758864525,2,2,"F~Bimonthly",97
"1298","bimonthly_2",30.4757454628887,2,2,"F~Bimonthly",98
"1299","bimonthly_2",31.2134002101706,2,2,"F~Bimonthly",99
"1300","bimonthly_2",31.4067682263781,2,2,"F~Bimonthly",100
"1301","bimonthly_2",30.925904344121,2,2,"F~Bimonthly",101
"1302","bimonthly_2",27.1430044078367,2,2,"F~Bimonthly",102
"1303","bimonthly_2",26.089353293269,2,2,"F~Bimonthly",103
"1304","bimonthly_2",25.5217367100521,2,2,"F~Bimonthly",104
"1305","bimonthly_2",23.3069222386187,2,2,"F~Bimonthly",105
"1306","bimonthly_2",22.7701375285693,2,2,"F~Bimonthly",106
"1307","bimonthly_2",22.858665469407,2,2,"F~Bimonthly",107
"1308","bimonthly_2",22.9852330788104,2,2,"F~Bimonthly",108
"1309","bimonthly_2",23.7437947002281,2,2,"F~Bimonthly",109
"1310","bimonthly_2",24.7468539256094,2,2,"F~Bimonthly",110
"1311","bimonthly_2",25.4998587929045,2,2,"F~Bimonthly",111
"1312","bimonthly_2",25.8468738026844,2,2,"F~Bimonthly",112
"1313","bimonthly_2",26.2465334905603,2,2,"F~Bimonthly",113
"1314","bimonthly_2",26.5315600731949,2,2,"F~Bimonthly",114
"1315","bimonthly_2",26.9444154931335,2,2,"F~Bimonthly",115
"1316","bimonthly_2",27.1662965143051,2,2,"F~Bimonthly",116
"1317","bimonthly_2",27.4759219803803,2,2,"F~Bimonthly",117
"1318","bimonthly_2",26.6818268238125,2,2,"F~Bimonthly",118
"1319","bimonthly_2",25.2196955413773,2,2,"F~Bimonthly",119
"1320","bimonthly_2",24.6218075022758,2,2,"F~Bimonthly",120
"1321","bimonthly_2",14.075856784568,2,2,"F~Bimonthly",121
"1322","bimonthly_2",10.2422183279161,2,2,"F~Bimonthly",122
"1323","bimonthly_2",9.24790155482968,2,2,"F~Bimonthly",123
"1324","bimonthly_2",9.16011285599926,2,2,"F~Bimonthly",124
"1325","bimonthly_2",9.28781719853235,2,2,"F~Bimonthly",125
"1326","bimonthly_2",9.86479700069859,2,2,"F~Bimonthly",126
"1327","bimonthly_2",10.6030560078867,2,2,"F~Bimonthly",127
"1328","bimonthly_2",11.4326463188909,2,2,"F~Bimonthly",128
"1329","bimonthly_2",9.79583553890433,2,2,"F~Bimonthly",129
"1330","bimonthly_2",9.63768650385948,2,2,"F~Bimonthly",130
"1331","bimonthly_2",10.0415067252254,2,2,"F~Bimonthly",131
"1332","bimonthly_2",9.8540638825952,2,2,"F~Bimonthly",132
"1333","bimonthly_2",9.63110751439682,2,2,"F~Bimonthly",133
"1334","bimonthly_2",9.79108645025838,2,2,"F~Bimonthly",134
"1335","bimonthly_2",9.93193941178233,2,2,"F~Bimonthly",135
"1336","bimonthly_2",10.3197563205551,2,2,"F~Bimonthly",136
"1337","bimonthly_2",10.5744261882313,2,2,"F~Bimonthly",137
"1338","bimonthly_2",10.8301139968352,2,2,"F~Bimonthly",138
"1339","bimonthly_2",11.3621762849787,2,2,"F~Bimonthly",139
"1340","bimonthly_2",12.0479110622094,2,2,"F~Bimonthly",140
"1341","bimonthly_2",12.3521787888488,2,2,"F~Bimonthly",141
"1342","bimonthly_2",12.1841126300914,2,2,"F~Bimonthly",142
"1343","bimonthly_2",12.6782845455279,2,2,"F~Bimonthly",143
"1344","bimonthly_2",13.5960802336213,2,2,"F~Bimonthly",144
"1345","bimonthly_2",14.7477183984667,2,2,"F~Bimonthly",145
"1346","bimonthly_2",16.0813824029817,2,2,"F~Bimonthly",146
"1347","bimonthly_2",17.5460099716732,2,2,"F~Bimonthly",147
"1348","bimonthly_2",18.6668163431677,2,2,"F~Bimonthly",148
"1349","bimonthly_2",20.1491379647745,2,2,"F~Bimonthly",149
"1350","bimonthly_2",21.2024536145675,2,2,"F~Bimonthly",150
"1351","bimonthly_3",0,3,2,"F~Bimonthly",1
"1352","bimonthly_3",0,3,2,"F~Bimonthly",2
"1353","bimonthly_3",0,3,2,"F~Bimonthly",3
"1354","bimonthly_3",0,3,2,"F~Bimonthly",4
"1355","bimonthly_3",0,3,2,"F~Bimonthly",5
"1356","bimonthly_3",0,3,2,"F~Bimonthly",6
"1357","bimonthly_3",0,3,2,"F~Bimonthly",7
"1358","bimonthly_3",0,3,2,"F~Bimonthly",8
"1359","bimonthly_3",0,3,2,"F~Bimonthly",9
"1360","bimonthly_3",0,3,2,"F~Bimonthly",10
"1361","bimonthly_3",0,3,2,"F~Bimonthly",11
"1362","bimonthly_3",0,3,2,"F~Bimonthly",12
"1363","bimonthly_3",0,3,2,"F~Bimonthly",13
"1364","bimonthly_3",0,3,2,"F~Bimonthly",14
"1365","bimonthly_3",0,3,2,"F~Bimonthly",15
"1366","bimonthly_3",0,3,2,"F~Bimonthly",16
"1367","bimonthly_3",0,3,2,"F~Bimonthly",17
"1368","bimonthly_3",0,3,2,"F~Bimonthly",18
"1369","bimonthly_3",0,3,2,"F~Bimonthly",19
"1370","bimonthly_3",0,3,2,"F~Bimonthly",20
"1371","bimonthly_3",0,3,2,"F~Bimonthly",21
"1372","bimonthly_3",0,3,2,"F~Bimonthly",22
"1373","bimonthly_3",0,3,2,"F~Bimonthly",23
"1374","bimonthly_3",0,3,2,"F~Bimonthly",24
"1375","bimonthly_3",0,3,2,"F~Bimonthly",25
"1376","bimonthly_3",0,3,2,"F~Bimonthly",26
"1377","bimonthly_3",0,3,2,"F~Bimonthly",27
"1378","bimonthly_3",0,3,2,"F~Bimonthly",28
"1379","bimonthly_3",0,3,2,"F~Bimonthly",29
"1380","bimonthly_3",0,3,2,"F~Bimonthly",30
"1381","bimonthly_3",0.004,3,2,"F~Bimonthly",31
"1382","bimonthly_3",0.00547151776468577,3,2,"F~Bimonthly",32
"1383","bimonthly_3",0.0240128588976322,3,2,"F~Bimonthly",33
"1384","bimonthly_3",0.0388338371121896,3,2,"F~Bimonthly",34
"1385","bimonthly_3",0.0662861702953751,3,2,"F~Bimonthly",35
"1386","bimonthly_3",0.122385319285658,3,2,"F~Bimonthly",36
"1387","bimonthly_3",0.215023042866396,3,2,"F~Bimonthly",37
"1388","bimonthly_3",0.371102556848673,3,2,"F~Bimonthly",38
"1389","bimonthly_3",0.614521001230783,3,2,"F~Bimonthly",39
"1390","bimonthly_3",1.0300696425209,3,2,"F~Bimonthly",40
"1391","bimonthly_3",1.64494144445826,3,2,"F~Bimonthly",41
"1392","bimonthly_3",2.57114013934705,3,2,"F~Bimonthly",42
"1393","bimonthly_3",3.92186959763646,3,2,"F~Bimonthly",43
"1394","bimonthly_3",5.75877519592577,3,2,"F~Bimonthly",44
"1395","bimonthly_3",8.23653500090914,3,2,"F~Bimonthly",45
"1396","bimonthly_3",11.3680518933235,3,2,"F~Bimonthly",46
"1397","bimonthly_3",15.2340725777238,3,2,"F~Bimonthly",47
"1398","bimonthly_3",19.8123021066582,3,2,"F~Bimonthly",48
"1399","bimonthly_3",24.0365386273172,3,2,"F~Bimonthly",49
"1400","bimonthly_3",28.8185483979132,3,2,"F~Bimonthly",50
"1401","bimonthly_3",33.5837514799965,3,2,"F~Bimonthly",51
"1402","bimonthly_3",38.8907717269017,3,2,"F~Bimonthly",52
"1403","bimonthly_3",45.0411153696187,3,2,"F~Bimonthly",53
"1404","bimonthly_3",51.6137003519138,3,2,"F~Bimonthly",54
"1405","bimonthly_3",57.6676192422523,3,2,"F~Bimonthly",55
"1406","bimonthly_3",63.0067315405273,3,2,"F~Bimonthly",56
"1407","bimonthly_3",68.5888811891683,3,2,"F~Bimonthly",57
"1408","bimonthly_3",73.9364392824457,3,2,"F~Bimonthly",58
"1409","bimonthly_3",78.6636959654324,3,2,"F~Bimonthly",59
"1410","bimonthly_3",78.8207565122435,3,2,"F~Bimonthly",60
"1411","bimonthly_3",30.9685358584345,3,2,"F~Bimonthly",61
"1412","bimonthly_3",13.6846876654987,3,2,"F~Bimonthly",62
"1413","bimonthly_3",7.72831525098939,3,2,"F~Bimonthly",63
"1414","bimonthly_3",5.56108829573071,3,2,"F~Bimonthly",64
"1415","bimonthly_3",5.12381005453846,3,2,"F~Bimonthly",65
"1416","bimonthly_3",5.30494437953223,3,2,"F~Bimonthly",66
"1417","bimonthly_3",5.7035799737879,3,2,"F~Bimonthly",67
"1418","bimonthly_3",6.19022981343372,3,2,"F~Bimonthly",68
"1419","bimonthly_3",6.6712582844888,3,2,"F~Bimonthly",69
"1420","bimonthly_3",5.5442187696081,3,2,"F~Bimonthly",70
"1421","bimonthly_3",5.33360410269565,3,2,"F~Bimonthly",71
"1422","bimonthly_3",5.44612329672939,3,2,"F~Bimonthly",72
"1423","bimonthly_3",5.64951679495158,3,2,"F~Bimonthly",73
"1424","bimonthly_3",5.85434108141547,3,2,"F~Bimonthly",74
"1425","bimonthly_3",6.07769172545814,3,2,"F~Bimonthly",75
"1426","bimonthly_3",6.31385783557384,3,2,"F~Bimonthly",76
"1427","bimonthly_3",6.56473849218684,3,2,"F~Bimonthly",77
"1428","bimonthly_3",6.82103232794235,3,2,"F~Bimonthly",78
"1429","bimonthly_3",7.09131756101577,3,2,"F~Bimonthly",79
"1430","bimonthly_3",7.37674994151572,3,2,"F~Bimonthly",80
"1431","bimonthly_3",7.68575464614627,3,2,"F~Bimonthly",81
"1432","bimonthly_3",7.85343112420511,3,2,"F~Bimonthly",82
"1433","bimonthly_3",8.14111585325099,3,2,"F~Bimonthly",83
"1434","bimonthly_3",8.46494915060594,3,2,"F~Bimonthly",84
"1435","bimonthly_3",8.84208076306959,3,2,"F~Bimonthly",85
"1436","bimonthly_3",9.2548197299108,3,2,"F~Bimonthly",86
"1437","bimonthly_3",9.70865791038202,3,2,"F~Bimonthly",87
"1438","bimonthly_3",10.203615646596,3,2,"F~Bimonthly",88
"1439","bimonthly_3",10.7557004219979,3,2,"F~Bimonthly",89
